policy_id,exposure,driver_age,years_licensed,vehicle_age,vehicle_type,engine_power_kw,annual_mileage_km,region,urban_density,garage,bonus_malus,prior_claims_3y,commercial_use,telematics_opt_in,sum_insured,policy_year,num_claims,total_claim_amount,avg_claim_amount
P0035514,0.75,39,22,9,sedan,107,11547,BY,suburban,False,0.9427211982654623,0,False,False,54962.3662098723,2025,0,0.0,0.0
P0035515,1.0,54,37,4,sedan,129,19671,BY,suburban,False,0.7836941643055594,0,False,False,48074.489963101514,2024,0,0.0,0.0
P0035516,1.0,18,0,8,sedan,79,8374,BY,suburban,True,0.8209740557040448,0,False,False,35604.98109239223,2024,0,0.0,0.0
P0035517,1.0,39,22,4,sedan,107,9458,BY,suburban,True,1.0491361270736996,0,False,True,49277.98018546338,2023,0,0.0,0.0
P0035518,0.75,42,24,5,SUV,101,22074,BY,suburban,True,1.0998214035971023,0,False,False,45950.278341386256,2024,0,0.0,0.0
P0035519,1.0,51,34,9,hatchback,103,4194,BY,suburban,False,1.0440453665379104,0,False,True,32531.14878319198,2025,1,3043.27,3043.27
P0035520,1.0,19,3,6,SUV,132,13576,BY,suburban,True,0.9617926459584331,0,False,False,21633.192646868967,2023,0,0.0,0.0
P0035521,1.0,45,27,7,sedan,119,22162,BY,suburban,True,0.9295088344465733,0,False,False,47276.64777127986,2025,0,0.0,0.0
P0035522,1.0,30,14,3,hatchback,50,10119,BY,suburban,True,1.2419079406451452,0,False,False,39230.652146329965,2023,0,0.0,0.0
P0035523,1.0,38,19,8,hatchback,53,15672,BY,suburban,True,1.1638457797592494,0,False,False,23240.56620734822,2023,0,0.0,0.0
P0035524,0.75,45,28,4,sedan,118,22596,BY,suburban,False,0.9359106963077168,0,False,False,50015.83048286777,2025,0,0.0,0.0
P0035525,1.0,32,16,2,SUV,133,40523,BY,suburban,False,0.8488473229913965,0,False,False,46376.11147195102,2025,0,0.0,0.0
P0035526,0.75,47,30,11,hatchback,50,18952,BY,suburban,False,1.1148774763531426,0,False,False,74463.64363504418,2025,0,0.0,0.0
P0035527,0.75,34,18,6,van,84,23200,BY,suburban,True,0.7534263023559252,0,False,True,31462.531686794373,2025,0,0.0,0.0
P0035528,0.75,54,37,3,SUV,114,15664,BY,suburban,True,1.2498368228597234,0,False,False,30153.344239222803,2025,0,0.0,0.0
P0035529,1.0,28,12,6,hatchback,73,3479,BY,suburban,False,1.1036708116901193,0,False,True,38142.01227116813,2024,0,0.0,0.0
P0035530,1.0,32,14,8,hatchback,116,7239,BY,suburban,False,1.2707751442500606,0,False,False,36068.97527679058,2024,0,0.0,0.0
P0035531,1.0,57,40,2,SUV,149,21730,BY,suburban,True,1.1670738100978566,0,False,False,5000.0,2024,0,0.0,0.0
P0035532,1.0,34,17,4,van,90,3879,BY,suburban,False,1.120934458762121,1,False,False,46756.75660304771,2025,0,0.0,0.0
P0035533,1.0,43,27,5,sedan,108,14786,BY,suburban,True,0.8923646438371986,0,False,False,33648.03165406348,2023,0,0.0,0.0
P0035534,1.0,37,19,3,sports,196,13064,BY,suburban,True,0.86801495794482,0,True,True,59914.43894703236,2023,1,1122.2,1122.2
P0035535,1.0,29,13,4,hatchback,51,27805,BY,suburban,True,1.1768514611988303,0,False,False,46898.8354886221,2023,0,0.0,0.0
P0035536,1.0,31,12,1,SUV,147,27401,BY,suburban,False,1.1258325968343816,0,False,True,54467.38374049309,2023,0,0.0,0.0
P0035537,1.0,35,18,4,van,113,30522,BY,suburban,False,0.9857795420813343,0,False,False,33670.28518030581,2025,0,0.0,0.0
P0035538,1.0,48,32,3,SUV,160,22110,BY,suburban,True,1.0558496428493591,0,False,False,47187.470171417415,2024,1,1677.63,1677.63
P0035539,1.0,41,24,7,sedan,106,4141,BY,suburban,True,0.9776173807830179,0,False,False,33921.47677755453,2023,0,0.0,0.0
P0035540,0.5,29,12,3,SUV,154,15476,BY,suburban,True,1.095781120274618,0,False,False,55978.435678216665,2025,0,0.0,0.0
P0035541,1.0,37,18,7,hatchback,50,5899,BY,suburban,False,0.8395155175623297,0,False,False,35912.085346631655,2025,0,0.0,0.0
P0035542,1.0,31,14,5,sedan,125,6418,BY,suburban,False,1.0054955686555755,0,True,True,45253.57514051786,2025,0,0.0,0.0
P0035543,1.0,37,18,5,sedan,88,9882,BY,suburban,False,0.9356668732857283,0,False,False,19325.17781224667,2023,0,0.0,0.0
P0035544,1.0,36,18,5,sedan,111,17559,BY,suburban,True,0.9577552604132324,0,False,False,38562.42266260357,2023,0,0.0,0.0
P0035545,0.5,29,13,5,SUV,142,16179,BY,suburban,False,1.1847005992228683,0,False,False,41526.37074400983,2025,0,0.0,0.0
P0035546,1.0,23,4,10,sedan,102,17915,BY,suburban,True,0.8791596763046357,0,False,False,37104.0672366586,2025,0,0.0,0.0
P0035547,1.0,39,23,9,sedan,63,19737,BY,suburban,False,1.0571135693125133,0,False,False,43764.65331343418,2025,0,0.0,0.0
P0035548,1.0,57,41,6,sedan,72,17553,BY,suburban,True,1.0998056821108688,0,False,False,49846.52954674608,2023,0,0.0,0.0
P0035549,1.0,32,14,4,hatchback,51,8911,BY,suburban,False,0.8067975019818092,0,False,False,42032.308963915544,2025,0,0.0,0.0
P0035550,1.0,51,34,6,sedan,89,11443,BY,suburban,True,1.1127431431881274,1,False,False,59776.76696167051,2023,0,0.0,0.0
P0035551,1.0,44,28,8,van,92,6848,BY,suburban,False,0.7272175991897815,0,False,True,51580.918969900726,2023,0,0.0,0.0
P0035552,1.0,21,4,7,sedan,126,13081,BY,suburban,True,1.3553012275824607,0,False,True,61466.87653291836,2025,0,0.0,0.0
P0035553,1.0,24,5,7,sedan,86,33378,BY,suburban,False,1.0232649777525207,0,False,False,42641.92574464331,2023,0,0.0,0.0
P0035554,1.0,28,12,3,sports,221,8380,BY,suburban,False,1.1309977956121509,0,False,False,35884.959257897375,2023,0,0.0,0.0
P0035555,1.0,35,17,2,SUV,157,3503,BY,suburban,True,0.8693095242474549,0,False,False,33487.871804157854,2025,0,0.0,0.0
P0035556,1.0,44,25,13,hatchback,128,8921,BY,suburban,True,0.9223484081665162,0,False,True,50301.67250559333,2024,0,0.0,0.0
P0035557,1.0,22,4,6,hatchback,124,24255,BY,suburban,True,0.8519735623458118,0,False,False,45691.47119174413,2024,0,0.0,0.0
P0035558,1.0,36,20,4,SUV,165,11641,BY,suburban,False,0.7645075906989985,0,False,True,52128.41909927772,2025,0,0.0,0.0
P0035559,1.0,41,23,9,hatchback,54,17200,BY,suburban,True,1.0472747047558244,0,True,False,39447.94362801549,2025,0,0.0,0.0
P0035560,1.0,35,18,2,SUV,137,16360,BY,suburban,True,1.0532087413793858,0,True,True,54801.66193080106,2025,0,0.0,0.0
P0035561,1.0,54,37,8,van,66,8523,BY,suburban,True,0.861542368870782,0,False,False,49260.2556277254,2025,0,0.0,0.0
P0035562,1.0,50,34,9,sedan,82,8068,BY,suburban,True,0.8686929390816012,0,False,False,26776.24271468153,2023,1,829.32,829.32
P0035563,1.0,39,20,4,sedan,115,11857,BY,suburban,True,0.9590523519089816,0,False,False,41057.6073859928,2024,0,0.0,0.0
P0035564,1.0,54,35,5,sedan,93,4083,BY,suburban,False,0.6972456326658091,0,False,False,27167.891203764466,2024,0,0.0,0.0
P0035565,0.75,55,37,7,sedan,87,7210,BY,suburban,True,0.8630687039579853,0,False,False,34695.79481072928,2023,0,0.0,0.0
P0035566,1.0,27,11,7,sedan,126,12545,BY,suburban,False,1.0934490636587437,0,False,True,34601.59049690101,2025,0,0.0,0.0
P0035567,1.0,43,26,8,SUV,118,18352,BY,suburban,False,0.839620686366598,0,False,False,47754.10390804667,2023,1,7204.79,7204.79
P0035568,1.0,44,25,5,SUV,145,9322,BY,suburban,False,1.0776060654556918,0,False,False,45351.66141230567,2023,0,0.0,0.0
P0035569,0.5,27,11,8,van,112,16021,BY,suburban,False,1.0690118510942508,0,False,False,37455.35101971045,2024,0,0.0,0.0
P0035570,1.0,32,14,9,sedan,129,8272,BY,suburban,True,1.0777307832256733,0,False,False,34603.67618044193,2023,0,0.0,0.0
P0035571,1.0,61,45,5,SUV,152,13852,BY,suburban,True,1.1496487093016452,0,False,False,40117.96173210455,2023,0,0.0,0.0
P0035572,1.0,46,30,9,hatchback,80,7466,BY,suburban,False,0.7158981215070589,0,False,False,31804.56934172611,2024,0,0.0,0.0
P0035573,1.0,28,10,5,SUV,85,8251,BY,suburban,False,1.1423641227243984,0,False,True,39136.224735320786,2023,0,0.0,0.0
P0035574,1.0,52,35,4,van,71,7758,BY,suburban,True,1.2793363453006197,0,False,False,42588.569105746654,2025,0,0.0,0.0
P0035575,1.0,42,24,4,SUV,120,24169,BY,suburban,True,0.969188307595849,0,False,False,37146.99260787581,2023,0,0.0,0.0
P0035576,1.0,44,28,6,SUV,138,10468,BY,suburban,True,1.1466377097299796,0,False,False,48685.010205191895,2025,0,0.0,0.0
P0035577,1.0,36,17,9,sedan,124,14215,BY,suburban,False,0.8970151389457809,0,False,False,40834.57385719688,2023,0,0.0,0.0
P0035578,0.5,58,39,4,sedan,138,18273,BY,suburban,True,1.1580329086064223,0,False,False,49794.61707307797,2025,0,0.0,0.0
P0035579,1.0,33,17,3,hatchback,100,32891,BY,suburban,False,0.9180373773539927,0,False,False,44028.603172812094,2024,0,0.0,0.0
P0035580,1.0,26,8,8,SUV,129,12483,BY,suburban,True,0.9553215538018169,0,False,True,37613.87697345633,2025,0,0.0,0.0
P0035581,1.0,77,60,7,sports,210,23505,BY,suburban,True,0.6,0,False,False,33502.94013612784,2024,0,0.0,0.0
P0035582,1.0,38,19,9,sedan,78,8125,BY,suburban,False,1.3513766480315468,0,False,False,31685.69658371041,2023,0,0.0,0.0
P0035583,1.0,53,36,5,hatchback,105,19386,BY,suburban,True,0.9851859947869464,0,False,False,54254.53340702906,2025,0,0.0,0.0
P0035584,1.0,39,20,3,sports,168,19808,BY,suburban,True,0.9068343009980312,0,False,True,37753.91917951035,2025,0,0.0,0.0
P0035585,1.0,27,10,3,hatchback,56,13358,BY,suburban,False,1.1268823671032653,0,True,False,40354.92243075805,2024,0,0.0,0.0
P0035586,1.0,29,11,8,hatchback,116,12971,BY,suburban,False,0.9632115280247397,0,False,False,37286.534411451205,2023,0,0.0,0.0
P0035587,0.5,49,32,6,hatchback,89,3884,BY,suburban,True,0.7744967872606672,0,True,False,52751.2509621273,2024,0,0.0,0.0
P0035588,1.0,44,26,9,hatchback,66,19649,BY,suburban,False,1.1942937550421058,0,False,False,47500.633242169635,2024,0,0.0,0.0
P0035589,1.0,41,22,6,SUV,111,27990,BY,suburban,True,0.9605070247964622,0,True,False,43795.38943221348,2024,0,0.0,0.0
P0035590,1.0,48,32,1,hatchback,94,20814,BY,suburban,False,0.9451312216516746,0,False,False,38254.77285663806,2025,0,0.0,0.0
P0035591,1.0,33,17,6,van,89,34205,BY,suburban,True,1.1115902485419935,0,False,True,47079.901375872265,2024,0,0.0,0.0
P0035592,1.0,28,12,7,SUV,126,9063,BY,suburban,True,1.0020865899394573,0,False,False,45834.44163577911,2024,0,0.0,0.0
P0035593,1.0,23,7,7,sedan,102,16038,BY,suburban,True,0.9972699785297081,0,False,False,42381.64395854235,2025,0,0.0,0.0
P0035594,1.0,57,41,7,sedan,120,14727,BY,suburban,False,0.8897170270373048,0,False,False,28906.17808280756,2024,0,0.0,0.0
P0035595,0.75,55,36,9,hatchback,87,7970,BY,suburban,False,0.9721441464064857,0,False,True,21768.1216289799,2024,0,0.0,0.0
P0035596,1.0,43,25,5,SUV,135,20455,BY,suburban,False,0.854507982610798,0,False,False,43936.33676711595,2025,0,0.0,0.0
P0035597,0.75,54,38,12,hatchback,52,40592,BY,suburban,False,0.6836831019969731,0,False,False,40025.93618579676,2024,0,0.0,0.0
P0035598,1.0,25,6,5,sedan,144,21981,BY,suburban,False,1.3331323211558512,0,False,False,33644.565505123996,2025,0,0.0,0.0
P0035599,1.0,71,53,7,sedan,129,14883,BY,suburban,False,0.7229375696173088,0,False,False,29148.854961503996,2025,0,0.0,0.0
P0035600,1.0,39,23,8,hatchback,108,13727,BY,suburban,False,1.003200893985197,0,False,False,51244.76681323475,2025,0,0.0,0.0
P0035601,1.0,31,12,4,hatchback,84,27001,BY,suburban,True,1.1890057608290296,0,False,False,45193.71694768557,2023,0,0.0,0.0
P0035602,1.0,48,32,3,SUV,126,7630,BY,suburban,True,1.196207511453979,0,False,False,41869.33953011988,2023,0,0.0,0.0
P0035603,0.5,28,12,9,sedan,90,16488,BY,suburban,True,1.2743194347417066,0,False,True,47316.28171043732,2024,0,0.0,0.0
P0035604,1.0,32,14,3,van,111,19315,BY,suburban,True,1.1140383830556075,0,False,False,39080.51749080868,2023,0,0.0,0.0
P0035605,0.75,33,16,4,hatchback,70,10242,BY,suburban,True,1.0214384923362434,0,False,False,36355.949950225986,2025,0,0.0,0.0
P0035606,0.75,27,9,6,sedan,94,8247,BY,suburban,True,0.9004771718503047,0,False,False,38571.24201576393,2024,0,0.0,0.0
P0035607,0.5,33,17,8,hatchback,69,6761,BY,suburban,False,0.9143163147793368,0,False,True,49667.99113155007,2025,0,0.0,0.0
P0035608,1.0,61,44,8,sedan,62,5790,BY,suburban,True,0.9700661320179319,0,False,False,25414.44134476695,2024,0,0.0,0.0
P0035609,1.0,35,18,5,hatchback,73,42696,BY,suburban,True,1.0482947358400552,0,False,False,37273.79455035833,2024,0,0.0,0.0
P0035610,0.5,20,2,4,sedan,115,9047,BY,suburban,True,0.9299820161165837,0,False,False,32719.375899613155,2025,0,0.0,0.0
P0035611,1.0,53,35,3,SUV,155,17342,BY,suburban,True,1.0382863443368067,0,False,False,31980.1098021861,2024,0,0.0,0.0
P0035612,0.75,40,24,1,sports,184,11805,BY,suburban,False,1.1522956812618315,0,False,False,40341.69601863908,2025,0,0.0,0.0
P0035613,0.75,36,19,6,sedan,108,11278,BY,suburban,True,0.8660330850505282,0,False,False,41532.61240899503,2024,0,0.0,0.0
P0035614,1.0,47,30,4,sedan,147,13591,BY,suburban,False,1.0014028771639307,0,False,False,25453.51740144801,2023,0,0.0,0.0
P0035615,1.0,40,24,8,hatchback,70,7673,BY,suburban,True,1.0184902463658805,0,False,False,35802.218326386996,2025,0,0.0,0.0
P0035616,0.5,27,9,4,sports,224,25263,BY,suburban,True,0.7675149418196408,0,False,False,41662.076036226325,2025,0,0.0,0.0
P0035617,1.0,31,13,5,van,78,20497,BY,suburban,True,0.9410255041093131,0,False,False,31128.18592940603,2023,0,0.0,0.0
P0035618,1.0,36,20,3,SUV,161,14273,BY,suburban,True,1.0909237738473225,0,False,False,49873.096573862655,2025,0,0.0,0.0
P0035619,1.0,32,13,7,SUV,154,7466,BY,suburban,True,1.055084774067323,0,False,False,49132.029150317285,2023,0,0.0,0.0
P0035620,0.75,45,28,6,van,123,26458,BY,suburban,True,0.922728340479702,0,True,False,25799.300648558085,2025,0,0.0,0.0
P0035621,1.0,25,7,1,hatchback,74,13368,BY,suburban,True,1.032444174339967,0,False,False,36676.29373828327,2023,0,0.0,0.0
P0035622,1.0,28,10,7,sedan,117,7701,BY,suburban,False,0.9108129925906456,0,False,True,44896.48466664562,2025,0,0.0,0.0
P0035623,1.0,53,34,9,sedan,132,7009,BY,suburban,False,0.7197433028472393,0,False,False,21558.92928848415,2025,0,0.0,0.0
P0035624,1.0,38,19,6,hatchback,125,12689,BY,suburban,False,0.7581170597053393,1,True,False,38835.90614535469,2025,0,0.0,0.0
P0035625,0.75,30,13,6,sedan,121,27290,BY,suburban,False,0.9882761061642522,0,False,False,25533.144595565944,2024,0,0.0,0.0
P0035626,1.0,44,26,8,van,94,22549,BY,suburban,False,0.9179055663548512,0,False,False,46709.008292838,2024,0,0.0,0.0
P0035627,1.0,19,2,9,hatchback,79,8954,BY,suburban,False,0.9528749849399005,0,False,False,29022.58844028033,2023,1,1010.79,1010.79
P0035628,1.0,37,19,6,sedan,118,13773,BY,suburban,True,0.8211198581119746,0,False,False,32087.09069302603,2023,0,0.0,0.0
P0035629,1.0,20,2,8,hatchback,64,18165,BY,suburban,True,0.9139168890450114,0,False,False,42162.827883148624,2023,0,0.0,0.0
P0035630,1.0,50,31,5,sedan,101,13129,BY,suburban,False,0.9097124907421191,0,False,False,47660.96596242164,2023,0,0.0,0.0
P0035631,1.0,36,19,0,SUV,149,9765,BY,suburban,False,0.7006979640153979,0,False,False,57018.72029427125,2024,0,0.0,0.0
P0035632,1.0,78,59,3,SUV,173,10828,BY,suburban,True,1.0033358184806822,0,False,False,14362.89686564263,2025,0,0.0,0.0
P0035633,1.0,64,46,5,hatchback,59,13709,BY,suburban,True,1.1449718519918861,0,False,False,39928.98265957431,2023,0,0.0,0.0
P0035634,1.0,44,28,10,sedan,110,14229,BY,suburban,True,1.1287779817127106,0,False,False,22523.221121446746,2025,0,0.0,0.0
P0035635,1.0,48,31,1,sports,185,6332,BY,suburban,False,1.042258934089587,0,False,False,45785.45008925701,2025,0,0.0,0.0
P0035636,1.0,36,17,8,van,80,15350,BY,suburban,True,1.0244143827490078,0,False,False,19367.315868091333,2023,0,0.0,0.0
P0035637,0.75,28,10,3,sports,212,9650,BY,suburban,False,0.9369121388958012,0,False,False,40643.02086659183,2025,0,0.0,0.0
P0035638,1.0,56,40,6,sedan,79,13139,BY,suburban,False,0.7479886118648598,0,False,True,33953.82594813761,2024,0,0.0,0.0
P0035639,0.5,59,40,6,van,91,7943,BY,suburban,False,0.8101819021892386,0,False,True,47275.25742815683,2024,0,0.0,0.0
P0035640,1.0,30,13,7,sedan,78,26647,BY,suburban,False,1.0137699241204474,0,False,False,39874.31507963905,2024,0,0.0,0.0
P0035641,0.5,37,18,7,sedan,114,34327,BY,suburban,True,0.8166048266846132,0,False,False,46076.10072278061,2023,1,10014.64,10014.64
P0035642,0.5,32,15,5,van,82,16302,BY,suburban,False,0.8805977455412051,0,False,False,42217.83254897561,2024,0,0.0,0.0
P0035643,0.75,24,7,6,sedan,125,14562,BY,suburban,False,1.0226368752672188,0,False,False,31398.00367905957,2025,0,0.0,0.0
P0035644,0.5,41,23,2,SUV,144,14636,BY,suburban,False,0.9363140700223168,0,False,False,34839.3605143991,2024,0,0.0,0.0
P0035645,1.0,48,31,3,sports,179,2991,BY,suburban,False,0.8679442074123878,0,False,True,42759.493893074396,2024,0,0.0,0.0
P0035646,1.0,40,24,8,sedan,100,15204,BY,suburban,False,1.0563017007916384,0,False,False,32098.1612589037,2025,0,0.0,0.0
P0035647,1.0,40,23,4,sedan,77,26209,BY,suburban,True,0.9536933239551463,0,False,False,29186.083597066474,2023,0,0.0,0.0
P0035648,1.0,33,17,6,hatchback,100,7653,BY,suburban,False,0.9159477236474959,0,False,True,24985.860088219408,2025,0,0.0,0.0
P0035649,0.5,42,25,9,sedan,130,14327,BY,suburban,True,0.8840585230920268,0,False,False,29969.189041839312,2024,0,0.0,0.0
P0035650,1.0,32,14,7,sedan,78,3056,BY,suburban,True,1.1467978906897165,0,False,True,19845.83774030395,2025,1,2473.68,2473.68
P0035651,1.0,28,12,9,hatchback,109,15034,BY,suburban,True,1.1159373229982268,0,False,False,41774.6489722028,2023,1,3700.83,3700.83
P0035652,1.0,54,36,5,hatchback,79,11460,BY,suburban,True,1.1278998916598122,0,False,False,31419.212455833127,2024,0,0.0,0.0
P0035653,1.0,18,2,6,hatchback,66,24195,BY,suburban,False,1.139888148218529,0,False,False,52424.766924233576,2024,0,0.0,0.0
P0035654,1.0,38,20,7,sedan,107,22520,BY,suburban,False,0.9335251289965083,0,False,False,41412.89919670265,2023,0,0.0,0.0
P0035655,1.0,37,21,5,SUV,152,20434,BY,suburban,False,0.9001645884643199,0,True,False,37747.36605423238,2023,0,0.0,0.0
P0035656,1.0,27,10,4,hatchback,82,16479,BY,suburban,True,1.2734234906468591,0,False,False,43155.08146170585,2024,0,0.0,0.0
P0035657,0.75,35,16,9,SUV,149,41881,BY,suburban,True,0.6833722435805875,0,False,False,34193.35869686626,2025,0,0.0,0.0
P0035658,1.0,68,51,1,sports,165,8427,BY,suburban,True,1.1354023144935952,0,False,False,59208.24907403704,2023,0,0.0,0.0
P0035659,1.0,32,14,6,sedan,122,8132,BY,suburban,False,0.9262880818531579,1,False,True,46004.46739197796,2023,0,0.0,0.0
P0035660,1.0,51,33,2,SUV,124,13507,BY,suburban,False,0.9963234457216464,0,False,False,31999.04257589816,2023,0,0.0,0.0
P0035661,1.0,77,58,5,hatchback,94,8975,BY,suburban,False,0.9100005468028577,0,False,False,36191.69551053516,2025,0,0.0,0.0
P0035662,0.5,36,17,7,sports,187,11997,BY,suburban,False,1.0419787656520552,0,False,False,34364.92447992823,2025,0,0.0,0.0
P0035663,1.0,31,15,5,van,114,15836,BY,suburban,True,0.9220641568484151,0,False,False,51129.94145264297,2025,0,0.0,0.0
P0035664,1.0,38,20,4,hatchback,56,13417,BY,suburban,True,1.1007191473929474,0,False,True,36306.81486294372,2025,0,0.0,0.0
P0035665,0.5,35,18,6,SUV,133,8349,BY,suburban,True,1.1550137341366118,0,False,False,40485.30608165774,2025,0,0.0,0.0
P0035666,0.75,33,14,2,sports,172,19285,BY,suburban,False,0.9968678364994683,0,False,False,46628.23177074552,2024,0,0.0,0.0
P0035667,1.0,32,15,6,hatchback,53,7679,BY,suburban,True,1.1052732996916732,0,False,False,45324.07643179511,2024,0,0.0,0.0
P0035668,1.0,51,33,7,sedan,119,13009,BY,suburban,False,1.056660194760751,0,False,True,46519.56626424039,2023,0,0.0,0.0
P0035669,0.5,53,37,8,hatchback,97,17853,BY,suburban,False,1.2282548812288132,0,False,False,56566.13593108832,2024,0,0.0,0.0
P0035670,1.0,41,25,10,sedan,89,12508,BY,suburban,True,0.7996180625707016,0,False,False,73782.48058747106,2023,0,0.0,0.0
P0035671,1.0,26,10,7,sedan,118,10702,BY,suburban,False,0.9824215307228209,0,False,False,31383.906782794944,2024,0,0.0,0.0
P0035672,1.0,47,28,2,van,112,13652,BY,suburban,False,0.9960112392309833,0,False,True,40749.897462372945,2025,0,0.0,0.0
P0035673,1.0,53,37,1,SUV,177,18872,BY,suburban,True,1.3490625910140646,0,False,False,38242.029535741836,2025,0,0.0,0.0
P0035674,1.0,48,32,6,hatchback,58,6735,BY,suburban,True,0.9985259566490415,0,False,False,31677.304636306908,2024,0,0.0,0.0
P0035675,1.0,22,4,3,SUV,167,8068,BY,suburban,True,1.285126681740959,0,True,False,39334.328322465786,2024,0,0.0,0.0
P0035676,1.0,28,9,5,sedan,98,21098,BY,suburban,True,1.156626364380519,0,False,False,20251.33850616375,2024,1,260.93,260.93
P0035677,1.0,29,12,9,sedan,132,8852,BY,suburban,False,0.809428107549541,0,False,False,43402.00850898822,2023,0,0.0,0.0
P0035678,1.0,51,32,3,SUV,139,18475,BY,suburban,False,0.9145764087993149,1,False,False,37568.28452444472,2023,0,0.0,0.0
P0035679,0.75,38,19,5,hatchback,101,23874,BY,suburban,True,0.9667655092659374,0,False,False,31250.82289345844,2025,1,2676.74,2676.74
P0035680,1.0,26,7,6,hatchback,114,17505,BY,suburban,True,1.1956595831314236,0,True,False,32813.13788564914,2025,1,2588.82,2588.82
P0035681,0.5,28,10,7,hatchback,82,14155,BY,suburban,True,0.8980498229162556,0,False,False,46109.55395724905,2024,0,0.0,0.0
P0035682,1.0,55,38,4,sports,179,14212,BY,suburban,True,1.0158068754809573,0,False,False,48238.06403663146,2023,0,0.0,0.0
P0035683,1.0,27,8,8,hatchback,82,8752,BY,suburban,True,1.2255758358094841,0,False,False,45759.9357530741,2024,0,0.0,0.0
P0035684,1.0,33,14,6,sedan,124,8577,BY,suburban,False,1.1035568558113031,0,False,True,29892.531844370642,2024,0,0.0,0.0
P0035685,1.0,37,19,6,sedan,124,18837,BY,suburban,False,1.256265170189377,0,False,False,17212.345241216848,2024,0,0.0,0.0
P0035686,1.0,36,18,4,hatchback,78,12339,BY,suburban,True,0.9374113698719051,0,True,False,36345.81782627265,2025,0,0.0,0.0
P0035687,1.0,66,48,6,sedan,127,4249,BY,suburban,True,1.0801833882405616,0,False,True,63807.09149149771,2024,0,0.0,0.0
P0035688,1.0,30,14,2,SUV,114,3762,BY,suburban,True,0.9653625705136294,0,False,True,63714.12924597327,2024,0,0.0,0.0
P0035689,1.0,34,15,5,SUV,176,10264,BY,suburban,False,1.153730542275357,0,False,False,41185.789457350016,2025,0,0.0,0.0
P0035690,1.0,50,31,9,van,101,39186,BY,suburban,True,1.149322891088697,0,False,False,34102.40677771623,2023,0,0.0,0.0
P0035691,1.0,45,26,6,van,72,6087,BY,suburban,False,0.6723221642453051,0,False,True,34846.61859446522,2024,0,0.0,0.0
P0035692,1.0,57,38,5,SUV,152,20020,BY,suburban,False,1.0016439687393364,0,True,False,44853.33205761698,2023,0,0.0,0.0
P0035693,1.0,37,20,4,sports,171,19081,BY,suburban,False,0.9149883217495159,0,False,False,37872.98503582101,2024,0,0.0,0.0
P0035694,1.0,38,19,6,sedan,103,16993,BY,suburban,True,0.9506533947021637,0,False,False,27407.367398854283,2023,1,5568.79,5568.79
P0035695,1.0,25,8,6,hatchback,50,14268,BY,suburban,True,1.09278664243619,0,False,True,37337.90045303262,2025,0,0.0,0.0
P0035696,1.0,34,18,6,sedan,93,8100,BY,suburban,True,1.0943524725863465,0,False,False,42833.007174029604,2025,0,0.0,0.0
P0035697,1.0,41,24,6,hatchback,51,28317,BY,suburban,False,1.2082837245176266,0,False,False,56007.88595310523,2023,1,1468.4,1468.4
P0035698,1.0,40,23,8,sedan,134,16924,BY,suburban,True,1.2390326461849064,0,False,True,45633.657103943726,2024,0,0.0,0.0
P0035699,1.0,19,0,5,van,71,11866,BY,suburban,True,0.9926039151676512,0,False,False,44920.542675596706,2025,0,0.0,0.0
P0035700,1.0,44,26,5,hatchback,78,8283,BY,suburban,True,0.854154224712094,0,False,False,31421.96224924927,2023,0,0.0,0.0
P0035701,1.0,37,19,9,hatchback,90,16469,BY,suburban,False,1.137132372045383,0,False,True,59066.67829574703,2024,0,0.0,0.0
P0035702,1.0,41,24,7,sedan,117,32351,BY,suburban,True,0.927277531900025,0,False,False,46013.78488743347,2025,0,0.0,0.0
P0035703,1.0,50,32,6,hatchback,90,30503,BY,suburban,False,1.2043607902017635,0,False,False,41770.00185086027,2025,0,0.0,0.0
P0035704,1.0,22,5,10,hatchback,107,10282,BY,suburban,False,0.7583734717731613,0,False,False,38688.012475366646,2023,0,0.0,0.0
P0035705,1.0,55,39,7,hatchback,67,14126,BY,suburban,False,0.6738911860304768,0,False,False,26603.917148114873,2023,0,0.0,0.0
P0035706,1.0,23,5,1,hatchback,63,25413,BY,suburban,False,0.947335878038555,0,False,False,46423.48990533808,2025,0,0.0,0.0
P0035707,1.0,56,40,3,sedan,138,16529,BY,suburban,False,0.9400036121052008,0,False,False,27990.3631491763,2024,1,6556.78,6556.78
P0035708,1.0,24,8,10,sedan,85,10793,BY,suburban,False,1.2721987167718698,0,False,False,40870.34175560668,2024,0,0.0,0.0
P0035709,1.0,29,11,6,SUV,147,10094,BY,suburban,True,1.0116267606684137,0,False,False,41074.295318852564,2023,0,0.0,0.0
P0035710,1.0,30,13,3,sedan,105,5945,BY,suburban,False,1.2724489148608538,0,False,False,27585.22128301285,2024,0,0.0,0.0
P0035711,1.0,42,26,9,sedan,100,4580,BY,suburban,True,0.882272391912623,0,True,True,46139.77857079129,2025,1,3324.28,3324.28
P0035712,1.0,57,38,7,sedan,136,10910,BY,suburban,False,1.0792663258468125,0,False,False,32340.20528946044,2025,0,0.0,0.0
P0035713,1.0,21,4,6,sedan,104,14788,BY,suburban,True,1.0062783391232653,0,False,False,57635.504997535994,2025,0,0.0,0.0
P0035714,1.0,22,6,5,SUV,125,11314,BY,suburban,True,1.0238585395687145,0,False,False,43616.46388422615,2025,1,5347.16,5347.16
